"Gambar Produk","Link Produk","Nama Produk","Nama Toko","Harga","Omset Total","Penjualan Total","Omset 30 Hari","Penjualan 30 Hari","Rating"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-8224u-mh33uy6k6yh5d1_tn.webp","https://shopee.co.id/odessy-ritz-sepeda-lipat-16-20-inc-disc-brake-original-i.19737296.11022104722","Odessy Ritz Sepeda Lipat 16 20 Inc Disc Brake Original","TWINSBIKECIBINONG","Rp 700.000","Rp 700.000.000","1.000","Rp 65.100.000","93","4.62"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98z-lyw3nbo6wwfcc2_tn.webp","https://shopee.co.id/sepeda-lipat-16-anak-dewasa-evergreen-single-speed-i.28118480.1670267226","Sepeda Lipat 16 Anak & Dewasa Evergreen Single Speed","kedaisepeda","Rp 835.000","Rp 835.000.000","1.000","Rp 36.740.000","44","4.87"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztc-mejhq1onkjr89a_tn.webp","https://shopee.co.id/termurah-sepeda-lipat-7-speed-rem-disc-anak-dewasa-i.225055117.4616456280","(Termurah) Sepeda Lipat 7 Speed Rem Disc Anak Dewasa","distributorsepeda","Rp 740.000","Rp 1.480.000.000","2.000","Rp 102.120.000","138","4.74"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-82251-mgj7puvk3gugd7_tn.webp","https://shopee.co.id/sepeda-lipat-odessy-ritz-7-speed-discbrake-i.168300440.22468042562","Sepeda Lipat Odessy Ritz 7 Speed Discbrake","originalbike","Rp 1.150.000","Rp 441.600.000","384","Rp 50.600.000","44","4.61"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/47f922f8996feaf736b7eddafcdf7441_tn.webp","https://shopee.co.id/sepeda-lipat-odessy-ritz-2052-7-speed-rem-cakram-bisa-ditambah-boncengan-i.158608985.9415692906","Sepeda Lipat ODESSY RITZ 2052 7 Speed Rem Cakram Bisa Ditambah Boncengan","Sepedaholic","Rp 1.118.000","Rp 1.118.000.000","1.000","Rp 11.180.000","10","4.70"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r990-lx111os5zcrf2d_tn.webp","https://shopee.co.id/sepeda-lipat-maximo-piegare-cyclo-tx7-bx8-ex9-oix10-20-inch-i.955646558.19487052682","SEPEDA LIPAT MAXIMO PIEGARE CYCLO TX7 BX8 EX9 OIX10 20 inch","GS SEPEDA","Rp 1.200.000","Rp 445.200.000","371","Rp 3.600.000","3","4.72"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rasf-m0lhwy2ipobab5_tn.webp","https://shopee.co.id/sepeda-lipat-folding-bike-alton-kronos-10-20inch-7-speed-i.26865232.27212353799","Sepeda Lipat / Folding Bike Alton Kronos 1.0 20Inch 7 Speed","Element Bike Indonesia","Rp 1.737.000","Rp 260.550.000","150","Rp 6.948.000","4","4.88"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-82251-mhjvgeib6m0wc0_tn.webp","https://shopee.co.id/anchi-5-year-warranty-2025-folding-bike-20-i.1440287841.28930224800","Anchi 5-Year Warranty 2025 Folding Bike 20""","ANCHI Official Store","Rp 815.000","Rp 422.170.000","518","Rp 54.605.000","67","4.54"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98s-lrmjfiemaa7o1c_tn.webp","https://shopee.co.id/wimcycle-sepeda-perkotaan-canary-16-sepeda-city-bike-ctb-i.625118390.25013210904","Wimcycle Sepeda Perkotaan Canary 16 | Sepeda City Bike CTB","Wimcycle Official Shop","Rp 2.055.000","Rp 184.950.000","90","Rp 24.660.000","12","4.80"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98z-lphzkdcpxewlb0_tn.webp","https://shopee.co.id/sepeda-lipat-ukuran-20-inch-repaint-pacific-mulus-i.65251015.19193613190","Sepeda Lipat Ukuran 20 Inch Repaint Pacific Mulus","Jastro sport","Rp 730.000","Rp 189.800.000","260","Rp 5.840.000","8","4.50"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7ra0h-mbs79i3ad9xs83_tn.webp","https://shopee.co.id/genio-vesta-f371-lipat-20-discbrake-8-speed-i.105979235.22550749830","Genio Vesta F371 Lipat 20"" Discbrake 8 Speed","Lautan Jaya Bike","Rp 1.198.000","Rp 935.638.000","781","Rp 37.138.000","31","4.75"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztc-mf1381lk2pzj38_tn.webp","https://shopee.co.id/sepeda-lipat-odessy-phyton-bahasi-ukuran-16-dan-20-36-frame-steel-7-speed-garansi-original-i.34416008.25260364089","Sepeda Lipat Odessy Phyton Bahasi Ukuran 16"" dan 20"" 36 Frame Steel - 7 Speed Garansi Original","Odessy Official Shop","Rp 1.250.000","Rp 146.250.000","117","Rp 7.500.000","6","4.71"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7ra0l-md87hnf8c79429_tn.webp","https://shopee.co.id/sepeda-lipat-16-20-inch-element-police-milan-pastel-8-speed-kronos-10-i.101726601.22289362280","SEPEDA LIPAT 16 20 INCH ELEMENT POLICE MILAN PASTEL 8 SPEED / KRONOS 1.0","SENTRA BIKE","Rp 1.569.000","Rp 928.848.000","592","Rp 40.794.000","26","4.86"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztg-mez37okcyayvf4_tn.webp","https://shopee.co.id/sepeda-lipat-odessy-ritz-ukuran-16-dan-20-tidak-bahasi-speed-7-garansi-original-murah-polos-i.34416008.15701416637","Sepeda Lipat Odessy Ritz Ukuran 16"" dan 20"" Tidak Bahasi Speed 7 Garansi Original Murah Polos","Odessy Official Shop","Rp 1.275.000","Rp 77.775.000","61","Rp 5.100.000","4","4.68"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98u-m09wknrd8kljb8_tn.webp","https://shopee.co.id/sepeda-lipat-remaja-dewasa-16-inch-evergreen-single-speed-evergreen-7speed-i.51418619.21284005749","SEPEDA LIPAT REMAJA DEWASA 16 INCH EVERGREEN SINGLE SPEED / EVERGREEN 7SPEED","JAYA ABADI BIKE","Rp 1.099.000","Rp 196.721.000","179","Rp 12.089.000","11","4.74"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81zto-me54rguelfk102_tn.webp","https://shopee.co.id/odessy-ritz-20-inch-folding-bike-disc-brake-i.101726601.18664730274","Odessy Ritz 20 Inch Folding Bike Disc Brake","SENTRA BIKE","Rp 1.149.000","Rp 320.571.000","279","Rp 3.447.000","3","4.81"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztl-mfg9f4nvgj6034_tn.webp","https://shopee.co.id/sepeda-lipat-16-evergreen-1speed-terbaru-i.19737296.11834823419","Sepeda Lipat 16 Evergreen 1Speed Terbaru","TWINSBIKECIBINONG","Rp 700.000","Rp 356.300.000","509","Rp 7.000.000","10","4.79"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7ra0j-mdlah7tr5bu73c_tn.webp","https://shopee.co.id/termurah-sepeda-lipat-7-speed-rem-discbrake-anak-dewasa-i.344785187.20373497914","(Termurah) Sepeda Lipat 7 Speed Rem Discbrake Anak Dewasa","Lautan Sepeda","Rp 630.000","Rp 630.000.000","1.000","Rp 93.870.000","149","4.67"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/d5b09d124d1b356d730b3eeb10e5b526_tn.webp","https://shopee.co.id/genio-vesta-10-20-folding-bike-gratis-tas-i.39600139.20332377244","Genio Vesta 1.0 20"" Folding Bike Gratis Tas","Aping Bike","Rp 2.050.000","Rp 305.450.000","149","Rp 2.050.000","1","4.92"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/sg-11134201-7ra28-m4kmesv0qlis3d_tn.webp","https://shopee.co.id/azko-fingard-sepeda-lipat-trent-7sp-foldable-folding-bike-perlengkapan-olahraga-sepeda-compact-i.229515338.28168609036","AZKO Fingard Sepeda Lipat Trent 7Sp Foldable Folding Bike Perlengkapan Olahraga Sepeda Compact","AZKO Indonesia","Rp 2.553.900","Rp 30.646.800","12","Rp 2.553.900","1","4.50"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rasa-m1dvag2j8tozc5_tn.webp","https://shopee.co.id/sepeda-lipat-odyssey-ritz-7-speed-sni-dewasa-anak-i.430228575.26864059728","Sepeda Lipat Odyssey Ritz 7 Speed SNI Dewasa Anak","Newcahaya-bike","Rp 1.175.000","Rp 270.250.000","230","Rp 17.625.000","15","4.62"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98o-lkrzog32azuca3_tn.webp","https://shopee.co.id/sepeda-lipat-odessy-55-20-hellio-frame-alloy-8-9-16-dan-18-speed-garansi-original-i.34416008.13052355519","Sepeda Lipat Odessy 55 20 Hellio Frame Alloy - 8, 9, 16, dan 18 Speed - Garansi Original","Odessy Official Shop","Rp 2.085.000","Rp 14.595.000","7","Rp 2.085.000","1","5.00"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7ra0u-md2la3rskahk73_tn.webp","https://shopee.co.id/sepeda-lipat-20-phoenix-star-7-speed-rem-cakram-i.143692325.28157085492","SEPEDA LIPAT 20 PHOENIX STAR 7 SPEED REM CAKRAM","SEPEDA REJEKI","Rp 998.999","Rp 734.264.265","735","Rp 26.972.973","27","4.79"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98s-lzkaot8j76xnb6_tn.webp","https://shopee.co.id/sepeda-lipat-20-inch-evergreen-8-9-speed-cakram-i.31188778.26355067936","Sepeda Lipat 20 Inch Evergreen 8 9 Speed Cakram","Cung Bikes","Rp 2.200.000","Rp 154.000.000","70","Rp 2.200.000","1","4.62"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rasc-m3bmu4kaqweo51_tn.webp","https://shopee.co.id/rion-maximo-piegare-16-inch-folding-bike-789-speed-i.900827346.22122422979","Rion Maximo Piegare 16 Inch Folding Bike 7/8/9 Speed","MJ.BIKE Store","Rp 1.300.000","Rp 553.800.000","426","Rp 16.900.000","13","4.91"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7qukz-lkdcr8v4wujdd2_tn.webp","https://shopee.co.id/sepeda-lipat-20-inch-7-speed-rem-v-dewasa-anak-i.430228575.17394275818","Sepeda Lipat 20 Inch 7 Speed Rem V Dewasa Anak","Newcahaya-bike","Rp 1.180.000","Rp 106.200.000","90","Rp 3.540.000","3","4.82"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/sg-11134201-7rbmc-ln2jeynrufjp21_tn.webp","https://shopee.co.id/odessy-ritz-2052-7-speed-disc-brake-folding-bike-i.84199141.20285443693","Odessy Ritz 2052 7 Speed Disc Brake Folding Bike","CUNG BIKES GS","Rp 700.000","Rp 44.100.000","63","Rp 9.100.000","13","4.71"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rase-m3u5qsneo7wve4_tn.webp","https://shopee.co.id/ebuy-sepeda-lipat-anak-rem-cakram-6-kecepatan-i.797583684.22771817312","EBUY Sepeda Lipat Anak Rem Cakram 6 Kecepatan","Ebuy Outdoor Gear","Rp 1.138.500","Rp 1.138.500.000","1.000","Rp 61.479.000","54","4.80"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-8224w-mg37o7hgzz0q5c_tn.webp","https://shopee.co.id/phoenix-sepeda-keranjang-dewasa-1-speed-20-26-inch-i.97135924.17891982978","Phoenix Sepeda Keranjang Dewasa 1 Speed 20-26 Inch","sinar_bike2","Rp 1.290.000","Rp 2.580.000.000","2.000","Rp 60.630.000","47","4.82"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7rbk1-m9mlnh8k7pg246_tn.webp","https://shopee.co.id/promo-sepeda-lipat-20-maximus-70-7-speed-i.315270698.40950491660","PROMO Sepeda Lipat 20"" Maximus 7.0 7 Speed","Travelholic","Rp 2.350.000","Rp 472.350.000","201","Rp 16.450.000","7","4.88"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81zto-mdzwhwl9hslf77_tn.webp","https://shopee.co.id/pacific-bike-sepeda-gunung-remaja-dan-dewasa-mtb-fastron-f-260-dx-ukuran-ban-24-dan-26-i.349407809.28483361529","Pacific Bike Sepeda Gunung Remaja dan Dewasa MTB Fastron F-260 DX Ukuran Ban 24 dan 26","PacificBike Official Shop","Rp 1.170.000","Rp 864.630.000","739","Rp 26.910.000","23","4.83"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7ra0g-mdpvqxvdpwgc00_tn.webp","https://shopee.co.id/sepeda-gunung-275-mtb-atlantis-730-rem-cakram-new-i.105979235.2654446919","Sepeda Gunung 27.5 MTB ATLANTIS 730 REM CAKRAM NEW","Lautan Jaya Bike","Rp 675.000","Rp 4.050.000.000","6.000","Rp 153.225.000","227","4.63"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/ddff89cfd6c7cd372f9a711914e0e70e_tn.webp","https://shopee.co.id/sepeda-lipat-20-inch-evergreen-7-speed-axxil-clasicc-morison-lipat-i.31188778.1452644931","SEPEDA LIPAT 20 Inch EVERGREEN 7 SPEED AXXIL CLASICC MORISON LIPAT","Cung Bikes","Rp 725.000","Rp 709.775.000","979","Rp 19.575.000","27","4.73"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98o-lz4q6ovphgh96d_tn.webp","https://shopee.co.id/sepeda-lipat-murah-pacific-2980-rx-50-20-inch-7-speed-i.315270698.24734929019","Sepeda Lipat Murah Pacific 2980 RX 5.0 20 Inch, 7 speed","Travelholic","Rp 2.350.000","Rp 603.950.000","257","Rp 2.350.000","1","4.91"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98o-lkutlbvrjzjf9a_tn.webp","https://shopee.co.id/sepeda-lipat-folding-bike-20-inch-exotic-explore-30-aloy-i.69976481.12206460233","Sepeda Lipat Folding Bike 20 Inch Exotic Explore 3.0 Aloy","kristina_blossom","Rp 1.974.000","Rp 183.582.000","93","Rp 1.974.000","1","4.86"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztk-mez37okd143r1b_tn.webp","https://shopee.co.id/sepeda-lipat-odessy-phyton-tidak-bahasi-ukuran-16-dan-20-36-frame-steel-7-speed-garansi-original-i.34416008.14301939589","Sepeda Lipat Odessy Phyton Tidak Bahasi Ukuran 16"" dan 20"" 36 Frame Steel - 7 Speed Garansi Original","Odessy Official Shop","Rp 1.200.000","Rp 42.000.000","35","Rp 7.200.000","6","4.56"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r992-lz4fbuqzknr955_tn.webp","https://shopee.co.id/sepeda-lipat-evergreen-16-inch-single-speed-i.293949635.7654012166","Sepeda Lipat Evergreen 16 Inch Single Speed","Cyclus_Indonesia","Rp 1.017.000","Rp 297.981.000","293","Rp 9.153.000","9","4.85"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-7r98u-lw6mj2r09lwe8d_tn.webp","https://shopee.co.id/free-pompa-bel-sepeda-lipat-anak-1618-inch-paragon-mazara-i.93544599.18371256284","Free Pompa Bel Sepeda Lipat Anak 16/18 Inch Paragon Mazara","Everybodywin Company","Rp 660.000","Rp 660.000.000","1.000","Rp 7.260.000","11","4.73"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-81ztf-mfi6ooiqrk0833_tn.webp","https://shopee.co.id/sepeda-lipat-16-20-genio-f371-vesta-by-united-rem-discbrake-terbaru-i.105979235.4119357074","Sepeda Lipat 16 20 Genio F371 Vesta By United Rem Discbrake Terbaru","Lautan Jaya Bike","Rp 1.249.000","Rp 934.252.000","748","Rp 1.249.000","1","4.73"
"https://down-id.img.susercontent.com/file/https://cf.shopee.co.id/file/id-11134207-82251-miipcqy8ga9w1a_tn.webp","https://shopee.co.id/sepeda-16-20-lipat-odessy-phyton-rem-discbrake-7speed-i.105979235.15371031344","Sepeda 16 20 Lipat Odessy Phyton Rem Discbrake 7speed","Lautan Jaya Bike","Rp 1.150.000","Rp 129.950.000","113","Rp 5.750.000","5","4.40"
